Date,Product_ID,Category,Region,Sales_Quantity,Sales_Revenue,Discount_Applied
2021-01-12,P048,Clothing,West,11,5374.63,92.3
2021-01-13,P017,Home & Kitchen,South,7,2126.93,455.67
2021-01-13,P025,Groceries,East,6,39.24,6.46
2021-01-13,P019,Groceries,East,9,3911.6,790.61
2021-01-13,P046,Electronics,East,18,7512.6,1616.3
2021-01-13,P040,Home & Kitchen,East,12,4752.06,472.1
2021-01-13,P021,Groceries,West,7,1365.65,189.11
2021-01-13,P022,Clothing,West,11,391.89,72.16
2021-01-13,P042,Clothing,North,14,5880.53,343.72
2021-01-13,P014,Toys,North,6,2321.22,347.65
2021-01-13,P003,Toys,North,18,3773.39,823.33
2021-01-14,P028,Toys,East,2,867.95,68.2
2021-01-14,P010,Home & Kitchen,South,16,698.8,14.61
2021-01-14,P035,Groceries,West,18,5248.14,509.3
2021-01-14,P034,Groceries,North,12,4904.66,1468.37
2021-01-14,P026,Electronics,East,10,547.44,63.61
2021-01-14,P039,Groceries,West,8,521.43,109.78
2021-01-14,P021,Groceries,East,5,343.73,95.46
2021-01-14,P040,Toys,East,17,1665.68,263.31
2021-01-14,P031,Toys,North,1,332.0,36.35
2021-01-14,P027,Home & Kitchen,South,17,5805.6,1518.53
2021-01-15,P021,Toys,East,17,6876.63,66.54
2021-01-15,P014,Clothing,South,18,7893.96,1890.98
2021-01-15,P041,Home & Kitchen,North,3,1211.89,166.03
2021-01-15,P015,Toys,West,12,2852.27,277.87
2021-01-15,P020,Clothing,West,17,5682.65,1250.94
2021-01-15,P040,Toys,East,4,436.87,112.72
2021-01-15,P028,Home & Kitchen,South,15,4579.47,649.04
2021-01-15,P006,Toys,South,1,337.89,52.72
2021-01-15,P033,Home & Kitchen,West,5,851.65,36.35
2021-01-15,P009,Groceries,East,12,2494.29,655.95
2021-01-16,P019,Electronics,South,15,5355.03,512.82
2021-01-16,P044,Clothing,South,14,1581.21,101.57
2021-01-16,P048,Groceries,South,9,4297.34,1098.44
2021-01-16,P015,Toys,South,19,4019.14,314.04
2021-01-16,P002,Electronics,West,8,1251.61,291.36
2021-01-16,P034,Toys,East,8,847.81,244.34
2021-01-16,P028,Electronics,South,12,3162.84,610.32
2021-01-16,P013,Toys,East,7,1861.69,10.67
2021-01-16,P039,Toys,North,8,1454.75,21.26
2021-01-16,P001,Electronics,North,11,3873.84,684.93
2021-01-17,P043,Toys,South,3,531.58,138.76
2021-01-17,P047,Toys,East,10,1090.28,155.17
2021-01-17,P016,Groceries,South,16,6088.93,768.37
2021-01-17,P019,Clothing,South,17,3592.63,50.19
2021-01-17,P036,Groceries,South,16,3465.1,472.79
2021-01-17,P041,Toys,North,14,3361.52,210.69
2021-01-17,P032,Electronics,East,19,3398.27,547.99
2021-01-17,P024,Clothing,North,17,480.47,40.45
2021-01-17,P011,Home & Kitchen,West,7,2070.45,594.43
2021-01-17,P038,Groceries,South,17,4440.11,527.2
2021-01-18,P014,Home & Kitchen,West,4,971.77,129.65
2021-01-18,P049,Toys,South,18,6097.01,1182.01
2021-01-18,P033,Electronics,North,3,110.83,18.14
2021-01-18,P045,Groceries,North,15,172.08,20.2
2021-01-18,P012,Toys,East,1,408.72,105.42
2021-01-18,P010,Electronics,South,16,157.52,29.03
2021-01-18,P023,Clothing,West,10,2666.09,262.15
2021-01-18,P011,Home & Kitchen,South,12,5190.48,328.49
2021-01-18,P036,Groceries,North,1,256.4,49.9
2021-01-18,P043,Groceries,South,12,3874.67,32.83
2021-01-19,P028,Clothing,South,5,600.11,10.57
2021-01-19,P001,Home & Kitchen,West,13,448.11,129.06
2021-01-19,P009,Toys,West,16,429.35,55.03
2021-01-19,P047,Groceries,North,13,3907.87,1030.77
2021-01-19,P031,Home & Kitchen,North,18,1124.69,303.59
2021-01-19,P034,Clothing,North,9,3879.47,773.76
2021-01-19,P017,Groceries,West,5,1390.34,206.62
2021-01-19,P045,Electronics,North,18,6707.25,2011.85
2021-01-19,P046,Electronics,East,11,4443.66,132.03
2021-01-19,P015,Electronics,West,3,1223.55,191.46
2021-01-20,P009,Home & Kitchen,East,18,4694.59,878.58
2021-01-20,P031,Clothing,East,2,80.69,21.6
2021-01-20,P017,Clothing,West,16,3517.28,583.37
2021-01-20,P003,Toys,South,13,230.72,53.37
2021-01-20,P014,Toys,West,13,1734.33,352.94
2021-01-20,P013,Groceries,West,16,6446.69,1360.11
2021-01-20,P047,Clothing,East,7,2403.76,81.24
2021-01-20,P022,Clothing,South,16,4186.56,908.78
2021-01-20,P045,Clothing,West,4,1354.65,60.43
2021-01-20,P028,Clothing,South,4,647.81,126.06
2021-01-21,P044,Groceries,West,7,2458.57,396.82
2021-01-21,P045,Toys,South,9,1229.84,347.21
2021-01-21,P012,Groceries,East,5,2134.31,382.15
2021-01-21,P016,Groceries,West,17,744.36,69.28
2021-01-21,P038,Toys,North,9,2515.57,708.07
2021-01-21,P030,Groceries,South,11,1957.29,178.69
2021-01-21,P009,Electronics,South,6,2902.78,423.43
2021-01-21,P026,Electronics,East,2,666.13,179.22
2021-01-21,P032,Groceries,South,15,6722.99,725.11
2021-01-21,P050,Electronics,West,9,3866.09,1037.86
2021-01-22,P037,Toys,East,18,1347.92,353.7
2021-01-22,P015,Groceries,West,6,2900.44,73.43
2021-01-22,P024,Electronics,West,19,9422.46,985.59
2021-01-22,P042,Toys,East,1,162.48,25.54
2021-01-22,P036,Electronics,West,3,543.18,12.12
2021-01-22,P006,Home & Kitchen,East,11,3387.82,652.44
2021-01-22,P008,Clothing,West,2,546.86,87.88
2021-01-22,P022,Electronics,South,4,706.45,70.02
2021-01-22,P026,Toys,South,11,3728.76,423.34
2021-01-22,P030,Groceries,North,7,3230.27,607.35
2021-01-23,P028,Clothing,North,1,53.86,0.88
2021-01-23,P042,Home & Kitchen,West,9,322.97,39.11
2021-01-23,P003,Groceries,East,11,1924.17,114.77
2021-01-23,P024,Electronics,North,8,1037.03,175.11
2021-01-23,P049,Clothing,South,11,5006.84,766.83
2021-01-23,P027,Clothing,North,15,5257.26,205.39
2021-01-23,P035,Electronics,East,11,3227.68,815.48
2021-01-23,P050,Clothing,North,6,2375.57,75.6
2021-01-23,P033,Electronics,North,18,8900.73,1574.02
2021-01-23,P001,Home & Kitchen,East,15,2393.2,196.56
2021-01-24,P041,Home & Kitchen,West,5,1620.46,322.93
2021-01-24,P021,Groceries,West,13,1766.05,27.25
2021-01-24,P043,Clothing,East,8,160.53,40.4
2021-01-24,P004,Electronics,East,14,4677.93,788.73
2021-01-24,P050,Home & Kitchen,South,4,884.36,137.21
2021-01-24,P040,Groceries,South,8,773.69,170.48
2021-01-24,P007,Toys,North,1,168.74,38.52
2021-01-24,P019,Clothing,North,9,4353.77,162.36
2021-01-24,P038,Groceries,West,18,445.54,111.53
2021-01-24,P017,Home & Kitchen,West,14,3243.24,157.12
2021-01-25,P016,Toys,West,10,3335.23,421.44
2021-01-25,P004,Groceries,North,7,3288.83,259.29
2021-01-25,P015,Toys,East,13,5922.15,209.17
2021-01-25,P009,Home & Kitchen,East,6,1387.6,211.37
2021-01-25,P006,Toys,North,17,7562.43,762.39
2021-01-25,P034,Groceries,West,7,1397.84,49.44
2021-01-25,P036,Home & Kitchen,South,19,6767.1,847.16
2021-01-25,P033,Home & Kitchen,South,2,451.5,17.17
2021-01-25,P038,Electronics,North,14,1682.65,497.33
2021-01-25,P017,Toys,North,6,2287.83,490.06
2021-01-26,P043,Home & Kitchen,South,7,578.99,105.08
2021-01-26,P041,Toys,North,7,3111.86,575.31
2021-01-26,P046,Electronics,East,1,287.71,23.78
2021-01-26,P012,Home & Kitchen,South,8,308.58,22.15
2021-01-26,P015,Groceries,East,1,141.06,38.91
2021-01-26,P016,Electronics,East,18,3586.74,1024.13
2021-01-26,P007,Groceries,South,8,1849.36,216.07
2021-01-26,P040,Home & Kitchen,North,5,1964.95,392.8
2021-01-26,P038,Clothing,North,11,323.39,36.83
2021-01-26,P010,Groceries,East,10,1817.59,395.93
2021-01-27,P028,Groceries,West,8,3984.55,886.78
2021-01-27,P031,Clothing,East,1,223.81,63.79
2021-01-27,P004,Groceries,North,12,2291.63,390.93
2021-01-27,P015,Groceries,North,12,1588.94,304.19
2021-01-27,P020,Electronics,South,13,1474.13,259.97
2021-01-27,P044,Groceries,North,9,389.89,7.7
2021-01-27,P039,Toys,South,15,6725.03,1916.45
2021-01-27,P025,Clothing,North,7,1417.88,399.49
2021-01-27,P036,Clothing,North,9,1987.65,256.03
2021-01-27,P048,Home & Kitchen,West,16,4174.35,452.96
2021-01-28,P022,Toys,West,3,955.55,279.89
2021-01-28,P023,Home & Kitchen,East,9,624.45,107.09
2021-01-28,P020,Electronics,North,10,1641.97,276.44
2021-01-28,P041,Groceries,North,6,1369.55,8.25
2021-01-28,P025,Groceries,South,16,3557.54,538.26
2021-01-28,P014,Toys,West,1,300.26,81.29
2021-01-28,P008,Clothing,East,12,5928.99,1533.12
2021-01-28,P034,Groceries,East,9,4136.63,893.05
2021-01-28,P012,Toys,East,8,656.03,22.7
2021-01-28,P039,Home & Kitchen,North,8,2484.79,359.95
2021-01-29,P039,Groceries,East,9,2020.62,249.6
2021-01-29,P020,Electronics,North,2,307.36,69.51
2021-01-29,P025,Clothing,South,12,1802.34,139.84
2021-01-29,P033,Toys,West,18,3203.29,48.13
2021-01-29,P036,Clothing,South,14,3356.45,242.11
2021-01-29,P007,Groceries,South,19,9055.89,420.3
2021-01-29,P002,Clothing,South,3,1277.81,315.05
2021-01-29,P032,Clothing,South,19,8948.31,1330.95
2021-01-29,P021,Groceries,East,4,705.66,64.69
2021-01-29,P010,Toys,South,9,3839.42,278.29
2021-01-30,P032,Home & Kitchen,West,5,1586.4,108.28
2021-01-30,P047,Clothing,North,3,1332.08,23.44
2021-01-30,P026,Clothing,North,7,214.37,42.99
2021-01-30,P022,Toys,South,7,56.92,8.24
2021-01-30,P036,Electronics,North,10,4914.33,776.85
2021-01-30,P038,Groceries,North,6,1928.61,282.41
2021-01-30,P021,Electronics,North,6,216.09,25.07
2021-01-30,P035,Home & Kitchen,West,9,2601.93,344.04
2021-01-30,P029,Home & Kitchen,North,16,1176.49,157.49
2021-01-30,P023,Electronics,South,8,241.79,72.21
2021-01-31,P042,Groceries,North,18,7112.68,795.17
2021-01-31,P013,Electronics,West,8,2507.93,603.32
2021-01-31,P048,Clothing,East,1,74.43,15.57
2021-01-31,P037,Electronics,North,14,6804.28,89.17
2021-01-31,P003,Toys,North,6,2812.43,556.84
2021-01-31,P035,Electronics,West,12,2830.01,777.74
2021-01-31,P040,Clothing,West,7,2858.17,700.8
2021-01-31,P019,Electronics,West,2,711.45,97.97
2021-01-31,P018,Home & Kitchen,West,17,7577.36,1270.14
2021-01-31,P039,Toys,South,19,3071.4,346.07
2021-02-01,P007,Home & Kitchen,East,14,2040.37,56.41
2021-02-01,P003,Electronics,North,18,8740.38,1852.43
2021-02-01,P006,Clothing,West,5,1734.43,322.32
2021-02-01,P016,Home & Kitchen,South,9,52.15,6.72
2021-02-01,P046,Clothing,East,14,5760.41,1415.16
2021-02-01,P034,Clothing,North,19,3568.55,244.96
2021-02-01,P005,Clothing,East,1,302.12,52.26
2021-02-01,P008,Electronics,South,1,383.44,107.61
2021-02-01,P011,Toys,East,5,1429.56,408.44
2021-02-01,P021,Electronics,East,12,4909.54,1177.32
2021-02-02,P013,Clothing,North,8,295.65,32.48
2021-02-02,P042,Clothing,East,8,3749.34,826.91
2021-02-02,P004,Electronics,South,2,375.76,6.43
2021-02-02,P046,Groceries,South,8,2129.04,208.47
2021-02-02,P006,Toys,North,9,4135.46,676.6
2021-02-02,P034,Groceries,East,6,350.63,73.19
2021-02-02,P029,Electronics,South,9,3416.51,73.49
2021-02-02,P027,Toys,West,16,3822.53,642.67
2021-02-02,P002,Clothing,South,14,3119.78,510.55
2021-02-02,P023,Toys,North,16,5915.67,1507.91
2021-02-03,P043,Clothing,West,15,6990.67,1347.6
2021-02-03,P032,Toys,South,13,2560.88,521.88
2021-02-03,P026,Electronics,West,5,870.54,74.49
2021-02-03,P044,Toys,South,12,4848.81,676.79
2021-02-03,P021,Clothing,South,8,626.23,87.6
2021-02-03,P011,Clothing,East,17,3610.64,453.94
2021-02-03,P002,Clothing,West,18,4036.73,243.39
2021-02-03,P014,Clothing,South,10,4806.75,45.72
2021-02-03,P033,Toys,East,19,6828.4,1488.15
2021-02-03,P031,Home & Kitchen,South,16,3739.67,1000.85
2021-02-04,P019,Home & Kitchen,West,2,132.12,36.1
2021-02-04,P023,Groceries,East,18,1507.97,381.73
2021-02-04,P043,Toys,East,1,163.12,1.0
2021-02-04,P013,Clothing,South,2,159.8,42.37
2021-02-04,P033,Toys,North,11,3066.05,286.55
2021-02-04,P018,Toys,South,8,2833.72,500.8
2021-02-04,P029,Toys,West,15,2177.28,158.16
2021-02-04,P011,Electronics,East,6,272.6,24.09
2021-02-04,P045,Electronics,North,18,5851.01,383.16
2021-02-04,P032,Clothing,West,7,2982.19,67.63
2021-02-05,P020,Clothing,West,11,4430.96,1109.93
2021-02-05,P004,Home & Kitchen,South,8,3561.34,768.8
2021-02-05,P028,Electronics,West,19,718.2,138.83
2021-02-05,P046,Clothing,East,16,6878.51,39.19
2021-02-05,P024,Electronics,South,9,1480.76,340.63
2021-02-05,P037,Home & Kitchen,North,13,3163.59,816.47
2021-02-05,P034,Groceries,West,8,2128.23,497.84
2021-02-05,P023,Clothing,East,17,8085.71,1847.13
2021-02-05,P040,Home & Kitchen,West,2,529.04,91.35
2021-02-05,P007,Groceries,South,9,1120.32,254.09
2021-02-06,P029,Clothing,East,2,211.35,43.58
2021-02-06,P014,Clothing,East,13,3341.28,710.07
2021-02-06,P010,Electronics,West,7,1738.8,89.14
2021-02-06,P007,Clothing,West,6,1590.83,460.83
2021-02-06,P012,Groceries,North,19,6751.51,1788.37
2021-02-06,P041,Groceries,North,9,3433.05,189.03
2021-02-06,P032,Groceries,West,1,63.99,7.32
2021-02-06,P043,Groceries,South,17,2541.04,688.71
2021-02-06,P022,Clothing,South,13,3627.98,373.79
2021-02-06,P048,Electronics,South,11,426.52,100.49
2021-02-07,P018,Toys,East,16,6505.09,607.36
2021-02-07,P015,Toys,South,19,2517.51,366.71
2021-02-07,P021,Clothing,West,8,3031.91,100.48
2021-02-07,P031,Home & Kitchen,West,11,3189.14,112.09
2021-02-07,P035,Toys,East,8,637.88,125.03
2021-02-07,P030,Home & Kitchen,South,4,1013.61,71.09
2021-02-07,P014,Clothing,West,8,864.73,157.56
2021-02-07,P008,Groceries,South,7,1252.81,133.32
2021-02-07,P038,Toys,North,16,5462.92,518.24
2021-02-07,P020,Groceries,South,7,706.14,115.13
2021-02-08,P011,Electronics,South,4,417.01,111.84
2021-02-08,P041,Groceries,South,6,1842.42,429.41
2021-02-08,P042,Home & Kitchen,West,4,732.23,38.69
2021-02-08,P030,Groceries,East,5,1784.03,281.69
2021-02-08,P009,Electronics,North,1,498.88,68.81
2021-02-08,P034,Toys,South,9,2081.71,605.26
2021-02-08,P050,Home & Kitchen,North,13,896.7,11.11
2021-02-08,P036,Groceries,East,4,139.5,6.67
2021-02-08,P018,Home & Kitchen,South,10,4961.83,573.44
2021-02-08,P002,Home & Kitchen,North,2,45.59,6.84
2021-02-09,P046,Groceries,West,9,800.99,80.29
2021-02-09,P045,Clothing,South,8,3650.54,179.79
2021-02-09,P034,Home & Kitchen,East,18,1126.07,301.29
2021-02-09,P040,Groceries,West,6,181.96,46.01
2021-02-09,P042,Groceries,South,11,466.38,86.92
2021-02-09,P041,Groceries,East,15,3020.9,300.67
2021-02-09,P024,Clothing,South,19,3227.28,606.6
2021-02-09,P014,Electronics,West,5,205.64,36.23
2021-02-09,P047,Clothing,North,6,2957.29,471.58
2021-02-09,P033,Home & Kitchen,West,14,6273.68,118.3
2021-02-10,P025,Home & Kitchen,West,16,6076.43,1276.34
2021-02-10,P012,Toys,West,15,6269.83,718.74
2021-02-10,P001,Electronics,North,16,461.25,108.9
2021-02-10,P022,Electronics,East,15,4134.37,234.86
2021-02-10,P041,Toys,South,5,2003.19,360.07
2021-02-10,P050,Electronics,South,16,4636.49,187.84
2021-02-10,P039,Home & Kitchen,South,12,4618.98,1340.21
2021-02-10,P029,Electronics,East,15,5547.08,231.49
2021-02-10,P006,Electronics,East,7,1221.87,159.88
2021-02-10,P010,Clothing,West,18,3446.07,637.3
2021-02-11,P009,Home & Kitchen,West,4,1922.07,123.11
2021-02-11,P023,Clothing,South,9,3148.9,389.53
2021-02-11,P012,Electronics,North,12,1852.4,430.33
2021-02-11,P003,Toys,West,1,370.17,2.82
2021-02-11,P040,Clothing,West,18,7657.7,1619.28
2021-02-11,P041,Toys,East,11,2632.33,14.43
2021-02-11,P045,Electronics,North,6,1367.32,381.53
2021-02-11,P030,Home & Kitchen,East,17,2418.67,603.7
2021-02-11,P036,Clothing,North,5,1702.22,453.57
2021-02-11,P021,Toys,East,10,4914.51,1009.25
2021-02-12,P034,Home & Kitchen,West,17,6186.94,1570.0
2021-02-12,P030,Groceries,East,16,4454.75,1012.11
2021-02-12,P047,Toys,South,16,6123.0,982.09
2021-02-12,P008,Electronics,South,17,3063.12,295.14
2021-02-12,P042,Clothing,West,2,162.94,11.52
2021-02-12,P015,Groceries,West,13,353.02,31.82
2021-02-12,P039,Toys,South,17,6981.19,979.99
2021-02-12,P025,Clothing,South,3,268.22,53.05
2021-02-12,P007,Clothing,East,16,964.76,44.16
2021-02-12,P002,Electronics,North,8,2628.4,598.76
2021-02-13,P047,Electronics,West,9,2457.62,486.23
2021-02-13,P035,Groceries,South,15,400.78,91.8
2021-02-13,P006,Electronics,West,3,486.67,64.01
2021-02-13,P025,Groceries,East,8,3358.15,906.84
2021-02-13,P011,Toys,North,9,1002.76,18.85
2021-02-13,P017,Electronics,North,19,7120.6,433.02
2021-02-13,P037,Groceries,East,10,779.88,98.42
2021-02-13,P039,Toys,South,2,496.29,94.24
2021-02-13,P008,Clothing,North,12,752.2,167.72
2021-02-13,P040,Electronics,West,15,3262.64,838.03
2021-02-14,P035,Clothing,East,7,1385.19,40.89
2021-02-14,P005,Toys,North,11,3245.98,879.59
2021-02-14,P008,Groceries,South,11,761.76,90.78
2021-02-14,P002,Electronics,West,2,606.4,129.03
2021-02-14,P043,Electronics,West,18,2760.28,582.69
2021-02-14,P022,Electronics,West,1,402.64,51.06
2021-02-14,P039,Clothing,East,14,153.3,43.94
2021-02-14,P012,Toys,West,12,3317.84,101.23
2021-02-14,P013,Toys,East,15,7456.86,587.22
2021-02-14,P049,Electronics,North,12,3317.33,869.95
2021-02-15,P007,Electronics,East,14,6446.93,679.84
2021-02-15,P004,Toys,South,1,358.18,42.59
2021-02-15,P042,Toys,West,1,257.16,23.1
2021-02-15,P012,Electronics,West,8,181.78,23.04
2021-02-15,P050,Home & Kitchen,South,9,2725.43,551.81
2021-02-15,P022,Groceries,South,7,2487.89,501.23
2021-02-15,P024,Electronics,South,8,3788.44,345.71
2021-02-15,P008,Electronics,West,5,1818.55,322.9
2021-02-15,P020,Toys,East,6,1015.71,113.95
2021-02-15,P031,Electronics,North,15,4665.29,1168.14
2021-02-16,P008,Toys,North,18,4928.25,889.86
2021-02-16,P042,Electronics,South,10,2831.71,670.53
2021-02-16,P049,Electronics,West,15,219.89,2.86
2021-02-16,P024,Groceries,East,15,925.03,39.44
2021-02-16,P027,Toys,West,11,4762.76,255.44
2021-02-16,P005,Toys,North,17,5579.44,645.94
2021-02-16,P022,Electronics,East,15,329.15,97.41
2021-02-16,P021,Toys,North,11,526.95,126.74
2021-02-16,P041,Clothing,South,4,1956.74,343.11
2021-02-16,P050,Toys,West,19,2912.64,747.28
2021-02-17,P008,Home & Kitchen,East,3,618.96,69.78
2021-02-17,P050,Electronics,West,8,3805.72,502.85
2021-02-17,P026,Electronics,North,8,1904.54,117.67
2021-02-17,P049,Home & Kitchen,West,5,1519.18,451.6
2021-02-17,P020,Clothing,East,8,3680.33,412.93
2021-02-17,P039,Toys,West,18,5837.11,8.03
2021-02-17,P043,Groceries,West,5,2003.39,192.86
2021-02-17,P018,Clothing,South,1,105.64,28.43
2021-02-17,P034,Clothing,South,17,4818.88,678.6
2021-02-17,P041,Clothing,South,12,4222.29,820.26
2021-02-18,P001,Groceries,North,9,231.48,32.79
2021-02-18,P047,Clothing,North,17,2187.36,568.63
2021-02-18,P039,Home & Kitchen,South,11,3647.84,614.79
2021-02-18,P033,Groceries,North,2,97.69,5.93
2021-02-18,P025,Home & Kitchen,East,11,4695.01,1064.8
2021-02-18,P030,Toys,West,6,1280.58,128.46
2021-02-18,P043,Toys,South,1,14.39,3.35
2021-02-18,P017,Electronics,East,3,927.58,200.9
2021-02-18,P040,Electronics,East,4,1544.99,55.83
2021-02-18,P009,Groceries,South,15,2219.86,588.35
2021-02-19,P015,Toys,West,17,7425.26,2043.43
2021-02-19,P044,Home & Kitchen,North,5,940.15,46.88
2021-02-19,P016,Home & Kitchen,East,6,2133.88,469.6
2021-02-19,P028,Toys,West,19,7500.41,1552.84
2021-02-19,P022,Clothing,East,5,1379.64,305.77
2021-02-19,P024,Clothing,West,5,1204.76,266.12
2021-02-19,P033,Electronics,North,2,185.19,30.21
2021-02-19,P004,Home & Kitchen,North,15,5688.38,1125.33
2021-02-19,P046,Groceries,South,12,3223.23,284.64
2021-02-19,P005,Electronics,North,5,2149.54,562.91
2021-02-20,P013,Electronics,North,7,1092.97,138.8
2021-02-20,P024,Electronics,East,13,706.21,109.96
2021-02-20,P028,Electronics,South,16,5368.08,1440.45
2021-02-20,P003,Electronics,North,16,1283.46,9.61
2021-02-20,P033,Clothing,West,5,1664.34,449.78
2021-02-20,P015,Toys,North,8,3005.64,835.3
2021-02-20,P044,Clothing,West,17,672.22,2.14
2021-02-20,P010,Clothing,West,2,11.01,1.92
2021-02-20,P050,Groceries,East,12,3276.36,475.33
2021-02-20,P012,Electronics,North,12,4825.77,696.99
2021-02-21,P016,Home & Kitchen,North,14,670.8,129.5
2021-02-21,P013,Toys,East,6,2460.09,645.34
2021-02-21,P024,Toys,East,2,151.31,17.84
2021-02-21,P022,Electronics,South,11,313.85,37.79
2021-02-21,P017,Electronics,West,2,207.41,32.63
2021-02-21,P044,Electronics,South,1,367.14,23.72
2021-02-21,P039,Groceries,South,6,2544.38,657.04
2021-02-21,P048,Toys,West,3,105.26,9.77
2021-02-21,P033,Groceries,North,11,4386.35,16.86
2021-02-21,P021,Electronics,South,19,4257.52,1115.24
2021-02-22,P025,Toys,East,9,1709.81,160.34
2021-02-22,P034,Toys,West,6,1048.74,134.89
2021-02-22,P044,Home & Kitchen,South,10,3084.72,326.44
2021-02-22,P046,Clothing,North,8,3622.8,425.79
2021-02-22,P009,Home & Kitchen,East,19,875.05,184.12
2021-02-22,P032,Electronics,West,6,767.05,11.31
2021-02-22,P011,Groceries,West,3,1048.77,58.7
2021-02-22,P045,Home & Kitchen,East,11,5491.19,0.66
2021-02-22,P050,Toys,West,11,2192.34,555.16
2021-02-22,P048,Toys,West,10,3509.9,108.66
2021-02-23,P001,Electronics,West,15,3928.94,965.0
2021-02-23,P008,Toys,East,12,5167.2,421.99
2021-02-23,P023,Home & Kitchen,East,16,4321.1,1235.7
2021-02-23,P050,Groceries,North,3,608.9,163.93
2021-02-23,P027,Groceries,West,11,2355.13,453.12
2021-02-23,P041,Toys,South,14,2702.95,333.94
2021-02-23,P039,Home & Kitchen,North,17,5267.74,876.45
2021-02-23,P048,Groceries,South,17,7795.01,2153.35
2021-02-23,P040,Electronics,West,9,3601.44,93.06
2021-02-23,P018,Toys,East,4,1162.46,225.18
2021-02-24,P017,Home & Kitchen,North,15,1866.78,555.83
2021-02-24,P010,Toys,North,7,2461.68,86.62
2021-02-24,P023,Groceries,East,9,1551.43,12.41
2021-02-24,P004,Toys,East,11,2853.3,556.24
2021-02-24,P031,Toys,South,17,885.0,55.64
2021-02-24,P024,Clothing,West,12,603.71,120.82
2021-02-24,P035,Clothing,West,16,530.19,52.84
2021-02-24,P001,Home & Kitchen,West,5,1654.51,191.26
2021-02-24,P033,Home & Kitchen,West,1,151.19,32.7
2021-02-24,P013,Home & Kitchen,South,10,3235.76,162.12
2021-02-25,P011,Groceries,West,16,5582.22,1552.07
2021-02-25,P014,Clothing,West,10,121.62,8.45
2021-02-25,P047,Clothing,North,17,1035.38,106.54
2021-02-25,P018,Toys,North,9,1231.89,143.92
2021-02-25,P032,Home & Kitchen,South,4,1245.32,361.05
2021-02-25,P025,Electronics,West,9,969.84,176.63
2021-02-25,P002,Groceries,North,1,129.91,0.05
2021-02-25,P007,Electronics,West,13,1468.15,139.09
2021-02-25,P006,Home & Kitchen,West,7,3150.4,164.33
2021-02-25,P033,Electronics,South,2,741.32,31.33
2021-02-26,P018,Clothing,West,1,145.26,32.89
2021-02-26,P014,Electronics,West,9,2521.97,341.4
2021-02-26,P045,Clothing,North,5,50.38,13.86
2021-02-26,P004,Clothing,West,5,802.27,156.52
2021-02-26,P032,Groceries,North,19,4167.5,515.65
2021-02-26,P020,Clothing,West,8,736.11,148.18
2021-02-26,P012,Toys,West,17,1281.21,9.29
2021-02-26,P027,Home & Kitchen,North,6,2178.64,176.32
2021-02-26,P048,Toys,East,1,376.2,102.12
2021-02-26,P007,Toys,West,6,419.63,28.79
2021-02-27,P029,Electronics,East,17,8333.93,701.65
2021-02-27,P043,Toys,East,6,2789.01,239.51
2021-02-27,P035,Home & Kitchen,East,17,4364.94,296.58
2021-02-27,P042,Toys,East,13,5791.58,1586.58
2021-02-27,P031,Electronics,West,1,241.15,70.71
2021-02-27,P011,Clothing,West,3,310.14,87.34
2021-02-27,P008,Groceries,West,7,734.62,191.67
2021-02-27,P004,Groceries,East,18,7417.28,476.28
2021-02-27,P017,Groceries,North,17,6960.51,1357.93
2021-02-27,P048,Groceries,East,15,4871.31,1437.86
2021-02-28,P011,Toys,North,15,6272.46,1723.2
2021-02-28,P027,Electronics,South,7,2117.54,257.0
2021-02-28,P048,Home & Kitchen,West,6,1033.56,138.18
2021-02-28,P035,Electronics,South,6,56.73,13.29
2021-02-28,P016,Home & Kitchen,West,14,1087.62,10.18
2021-02-28,P036,Home & Kitchen,North,18,4332.47,1060.74
2021-02-28,P004,Toys,East,5,1112.71,238.36
2021-02-28,P021,Electronics,South,8,995.95,249.59
2021-02-28,P017,Home & Kitchen,East,5,431.33,126.63
2021-02-28,P040,Electronics,West,14,5209.34,263.91
2021-03-01,P029,Home & Kitchen,North,6,1904.54,239.24
2021-03-01,P028,Toys,West,10,4078.93,294.09
2021-03-01,P021,Toys,West,13,2701.37,690.94
2021-03-01,P016,Groceries,East,18,889.65,122.66
2021-03-01,P020,Electronics,North,1,19.76,4.54
2021-03-01,P003,Clothing,East,3,1028.37,30.55
2021-03-01,P009,Groceries,East,16,577.02,136.4
2021-03-01,P007,Groceries,South,15,3069.41,789.04
2021-03-01,P039,Groceries,North,10,1807.47,183.61
2021-03-01,P038,Toys,East,4,1936.0,540.02
2021-03-02,P038,Groceries,East,15,6346.4,1837.41
2021-03-02,P009,Groceries,South,5,2059.74,432.34
2021-03-02,P003,Groceries,East,6,1730.26,68.83
2021-03-02,P042,Clothing,East,3,184.02,37.15
2021-03-02,P041,Toys,East,8,1345.62,272.4
2021-03-02,P028,Home & Kitchen,South,19,8505.67,338.57
2021-03-02,P020,Home & Kitchen,South,13,276.61,22.24
2021-03-02,P048,Toys,West,5,132.08,30.53
2021-03-02,P037,Groceries,South,10,2326.23,402.19
2021-03-02,P025,Electronics,West,18,1610.57,10.79
2021-03-03,P016,Groceries,North,13,1846.77,211.28
2021-03-03,P043,Toys,West,6,672.22,78.99
2021-03-03,P037,Electronics,West,12,5600.43,846.97
